path`tbytes`tsha256
.gitignore	171	608281D92D07658F3C839E93F1D7632976432064489E65792BE91B58ECB42483
code/analysis_scripts/03_tcga_discovery.R	17314	DCFDB5A1C95402E006F3B2570BEDCD9F064E0196F0335F993E8A6860344E3CFE
code/analysis_scripts/04_external_target_validation.R	7087	B450A76A89AB5D3536D61F07F0628D8AC1C99B5BCF123903C61B8B3D464AED58
code/analysis_scripts/05_tcga_pathway_enrichment.R	9367	2B70F6893BA4CCCABFB98AE7D0934FB21ACB48081EC39B986311DBC643E68820
code/analysis_scripts/06_target_tier_annotation.R	5935	D2B66F88E50113F1897D36323E8E8472C1A76EDF8434B51304356DACCC2D6983
code/analysis_scripts/07_single_cell_ecology_summary.R	4627	4E13CD2AC715F907F3D5085C1D57CAB6EB4C785D23859FBB088F7F21EB362D7A
code/analysis_scripts/08_single_cell_cnv_proxy.R	15794	54F1515193632FC85EEFE6EFEE5A18154559503586190885C5975C8E414F8D37
code/analysis_scripts/09_gse184362_epithelial_reference_cnv.R	12497	FABFD15E0658DA650D02A016C22D351533B1CDE77601902D5790C39C58F5D062
code/analysis_scripts/10_confounder_robustness.R	10035	D792E021805022DCA08B4FD65F58DA288820717E004E1AA3B2CF43FFC4706518
code/analysis_scripts/11_copykat_malignant_classification.R	13762	1F4696A2EE847BCA48C7E195BCECE0B6CFB905DD7C2842868EBAFC67B345DC94
code/analysis_scripts/12_copykat_gse184_paratumor_epithelial_ref.R	11742	AF06B43B324DC5100820325D05B0598EB5310194A921033A24694B33B3A14A52
code/analysis_scripts/13_copykat_summary_figures.R	5749	AAC9B17740A82A43683F219119C700779AA9370C48EBD5AB045E7B78EBF08B01
code/analysis_scripts/14_braf_mapk_residual_analysis.R	12256	F22577BD2CBB28415E4AB2CD6B82C1A5E69FB816424CE68B28EB3F28057F8E5F
code/analysis_scripts/15_hpa_chembl_translational_annotation.R	11974	22F7BF144AEDD873781BB0BE49714B171E3F592414F7696A2C102C8BF4A6ECF8
code/analysis_scripts/16_publication_figures_tables.R	45167	56C57D8FA9C4B4DE80EFA6B1C6C06183E084FB55BDDF576BECFC87874AD200F1
code/analysis_scripts/17_revision_sensitivity_analyses.R	3419	215EC0B50F331953B07E7EA7B46196A2FBBE32752E171EC1F3F4DD511D9BF156
code/preanalysis_scripts/01_bulk_scores.R	13747	8C75DEC46A2B1B080A39E283B6644387C9F3656602E7B1DE20CD174C3BB83CB3
code/preanalysis_scripts/02_single_cell_localization.R	11782	8ADB55D50CD079D69AAD4509958BD3B9AEEC41BE2063BA094F53A6B1F386B44C
code/preanalysis_scripts/inspect_gse151179_sensitivity.R	1020	B1A8B2DC7F7CC4F4A6D31566690EB8E6F4A04E5A3C86BC76382DA54851BB7ABA
code/preanalysis_scripts/inspect_sc_top_batch.R	1152	75911A08BF66DEBD76F8F5583F295E12289C131633AF87C3DEC018B9A6F24DB3
code/supporting_scripts/build_jtm_manuscript.py	109367	E14911771472A18EAE0A5FED730E7EDC2CC8462E13CD82AE6C9F49EE81F91417
code/supporting_scripts/verify_references_and_make_ris.py	12820	A58EC56F59DCEA618FD6F7D68450B7FC7775E98B4C49BD52C9324952480BAB92
data/analysis_results/candidate_target_tier_summary.txt	7288	92127BD78CE870A1E177338BD1AAD9F499E38BAFD6C74631E6B0F5EFD8E8E04A
data/analysis_results/candidate_target_tiers.csv	7401	E76DE07F03A3861A35ED08C9F7F88CEC1DB74C9DD73FADD587EDAF7895C4C0F2
data/analysis_results/ChEMBL_target_actionability.csv	829	65083CC1D4E0637EFED592BF97F831358FE623F403457FAC99C6E4527C3B6E18
data/analysis_results/confounder_robustness_summary.txt	3596	FFD1D2BB1882DE928FE903B90334E74A0E703CEE9F1AAA51A9AFD7D0A0C1D99D
data/analysis_results/copykat_interpretation_summary.txt	5187	BCCD4790236E7C3F0E005B79E52CA76D785B1AFD8E7C29388C61E084B8BC4F19
data/analysis_results/cross_cohort_target_consistency.csv	3270	E8239EC660533AF5AD0744EE2D3A14153681A8E2EC0CDBED895F33516B103EE7
data/analysis_results/external_target_validation_delta_wide.csv	3470	7F751861347B1DCCE1D32966A6744D5F8846C35B75090D3B5D8EB4B2429A8B7C
data/analysis_results/external_target_validation_long.csv	7520	EF553B13F6FFDACC594460921363EE398E5481F838675BAF10C0AA9D8495BAED
data/analysis_results/external_target_validation_summary.txt	6846	E7EA8227051E590E04865F77469DA356F3F8BEB68C8CD1DCB828AF011641E657
data/analysis_results/GSE184362_epithelial_reference_cnv_proxy_cells.csv	11019000	3F19813B9EF67674FC84CC5EAF2F3F4460442BF2AE2CD48C27B57B02F3C6236A
data/analysis_results/GSE184362_epithelial_reference_cnv_proxy_cor.csv	77	03BB68C2081905ED3D0DF34FF9FF35372E3A32407336C42A5C84F175F7018D60
data/analysis_results/GSE184362_epithelial_reference_cnv_proxy_group_tests.csv	380	047F2CB79B6B9A849CBF20140F4C2C87CDFF35B20FD414C7ADB7A59D189A64E6
data/analysis_results/GSE184362_epithelial_reference_cnv_proxy_sample_summary.csv	3006	B584F35DA5B892431CD9BC23701EE1352B62596B295BD89CB2B5FD1F9FEE2E3E
data/analysis_results/GSE184362_epithelial_reference_cnv_proxy_status_test.csv	168	98AB1980D23A5F6C93EE18B5C1175E4F976E590C131CF88B6591F4F7B981E566
data/analysis_results/GSE184362_epithelial_reference_cnv_proxy_summary.txt	7077	9F467C698EEF847ABC5792F2976FED46582C4630030C848B1EBBB773F4C4B665
